,sentence_id,words,labels
4931,2307,(,O
29,2010,Amarumayu,I-ORG
10059,863,Sunturnin,I-ORG
8513,548,),O
1823,1692,',O
6920,241,Real,B-ORG
3697,2069,Hayt'ay,I-ORG
11668,1174,(,I-LOC
3684,2065,Aguascalientes,B-ORG
3344,1996,",",O
5968,59,',O
11815,1203,hatun,I-LOC
7993,442,Berlin,B-ORG
12046,1252,quchakuna,I-LOC
8771,598,Porras,I-PER
12607,1360,Antikuna,B-LOC
9129,673,),O
12194,1280,ñawra,I-ORG
6511,163,qucha,I-ORG
3280,1982,),O
6389,140,.,O
2947,1913,',O
11377,1115,phaqcha,I-LOC
3167,1958,Rosa,I-PER
8289,505,(,O
7004,259,(,I-LOC
2412,1814,',O
6308,125,Santos,I-PER
10621,968,Antikuna,B-LOC
2245,1778,y,O
7584,366,.,O
4606,2243,.,O
10268,900,",",O
447,2210,),I-LOC
5772,18,Kayampi,B-LOC
5993,63,II,I-PER
6964,250,sallqa,I-ORG
14,1677,Salem,B-LOC
4393,2201,Inkap,I-PER
11807,1200,llaqta,I-LOC
9407,727,distritu,I-LOC
5663,2449,José,B-PER
5504,2417,pruwinsya,I-LOC
3794,2090,Wik'uñakuna,B-ORG
11273,1093,Pachantin,I-ORG
6226,108,parki,I-ORG
8170,481,Puka,B-LOC
13290,1493,Kupa,I-ORG
2342,1798,Tupaq,B-PER
286,1900,llaqta,I-LOC
3843,2096,pruwinsya,I-LOC
4218,2167,anta,I-LOC
2312,1792,Orsi,I-PER
11051,1049,2014,I-ORG
8971,640,),I-ORG
5750,15,suyu,I-ORG
7270,308,Schweinsteiger,I-PER
13448,1524,Wiraqucha,I-PER
4019,2129,Pachantin,I-ORG
2052,1738,.,O
11869,1213,(,O
10516,948,(,O
6660,191,colocolo,O
5004,2320,',O
4446,2212,Philander,O
13101,1455,sallqa,I-ORG
165,1689,Buliwya,I-LOC
11813,1202,),O
8852,617,.,O
6391,141,suyup,I-ORG
11300,1098,T'uru,B-ORG
1339,1457,kiti,I-LOC
7043,266,Napu,I-ORG
1138,1089,",",O
10810,1005,',O
6302,123,Piluta,B-ORG
7753,395,Mendoza,I-PER
13912,1617,.,O
10408,926,atuq,I-LOC
2188,1765,Pachakutiq,B-PER
3973,2120,risirwa,I-LOC
5228,2365,Hayt'ay,I-ORG
299,1933,Machalilla,B-ORG
13623,1559,),O
6541,169,Juanaqa,O
1615,1654,',O
5327,2384,Wankawillka,B-LOC
12404,1318,indihinakunaman,O
5659,2449,--,O
9325,711,Tupaq,B-PER
3081,1938,(,I-LOC
3142,1952,Taki,B-LOC
10129,874,Piruw,B-ORG
6066,77,la,I-PER
9240,693,Humala,I-PER
1427,1619,DVD,O
5243,2368,1998,I-ORG
5624,2442,Piluta,B-ORG
4148,2152,),O
846,523,',O
8443,533,Sunturninpim,I-ORG
3034,1929,Tomás,I-PER
9219,689,m,O
13164,1469,Machu,B-LOC
8998,647,Wasin,I-ORG
9744,799,Hukllachasqa,B-LOC
31,2010,kawsay,I-ORG
8907,628,Minas,B-LOC
10576,959,munisipyu,I-LOC
12773,1388,),O
811,468,Jürgen,B-PER
12629,1364,Andrade,I-PER
1484,1630,de,I-ORG
3459,2021,.,O
11804,1199,),I-LOC
9236,692,.,O
5855,34,Jackson,I-PER
2144,1758,alimpuchi,I-LOC
13728,1581,Piluta,B-ORG
10681,979,de,I-PER
11436,1126,Kupa,I-ORG
6452,153,PUSAPUNA,O
3191,1963,jacobita,O
11958,1232,',O
8766,597,Luis,I-ORG
7810,405,Intimpa,B-LOC
330,1977,Sunturnin,I-ORG
13159,1466,),O
3510,2030,),O
13476,1528,Almagro,I-ORG
5611,2438,Sustancia,O
9053,658,",",O
6874,232,qhichwa,I-ORG
1198,1179,Mishika,B-ORG
5207,2361,Antonio,I-ORG
4423,2207,',O
3951,2116,Schriftsteller,O
1088,1012,asuka,I-LOC
12510,1340,(,O
2515,1836,Hayt'ay,I-ORG
8195,486,Urin,B-LOC
3724,2075,mama,I-ORG
13705,1575,ñawpa,I-ORG
4040,2134,tiyaq,O
7923,429,pinkuyllu,I-ORG
2459,1825,Hayt'ay,I-ORG
549,2410,k'usillu,I-LOC
12818,1398,.,O
5581,2431,Mach'ay,I-LOC
2300,1790,Confederación,O
4360,2194,San,I-PER
3095,1942,.,O
9663,782,Piruwanu,B-ORG
9426,731,José,B-PER
9346,716,Hayt'ay,I-ORG
9593,765,),O
12306,1299,-,O
8092,463,suyu,I-ORG
918,668,kawsay,I-ORG
5160,2351,),O
10540,952,',O
9815,814,Hanaq,B-LOC
12361,1310,Hayt'ay,I-ORG
2601,1851,.,O
3633,2056,Sallqa,I-ORG
10013,853,Antikuna,B-LOC
8659,576,Pachantin,I-ORG
5097,2337,Kupa,I-ORG
9684,785,parki,I-ORG
4630,2247,Kantarawi,B-LOC
13221,1478,Bartolomé,B-PER
13621,1559,6.025,O
4170,2158,Chuqiyapu,B-LOC
10406,925,),O
1888,1705,Pachakuti,B-ORG
12316,1302,San,B-LOC
5805,23,Sunturnin,I-ORG
4861,2293,thula,O
11320,1103,Laja,B-ORG
10679,979,Gonzalo,B-PER
6120,88,',O
12089,1260,Huwan,B-PER
8213,489,Overath,I-PER
1204,1190,(,I-LOC
6524,165,Qhichwa,B-ORG
2673,1862,Rikuway,B-LOC
5625,2442,Hayt'ay,I-ORG
11467,1132,1990,I-ORG
10595,963,San,I-ORG
7357,324,distritu,I-LOC
9506,747,Jean-Baptiste,B-PER
10553,954,1685-1750,O
6631,185,Asu,B-LOC
9239,693,Ollanta,B-PER
3247,1975,18,O
13315,1498,.,O
4390,2201,Panaka,O
6073,80,**,O
11833,1205,raymi,I-ORG
810,457,ginecólogo,O
6785,216,',O
10671,976,),O
13836,1602,),O
1368,1523,Paqaqi,I-ORG
10860,1014,Kuchipillan,B-LOC
1520,1638,.,O
13444,1522,1888-1892,O
1205,1190,Qullaw,I-LOC
7238,302,Kachachi,B-LOC
2332,1796,Pachantin,I-ORG
4034,2132,",",O
3849,2097,la,O
4226,2169,Podocarpus,B-ORG
9147,675,",",O
859,545,(,I-ORG
2033,1734,Ruqyay,B-ORG
1315,1412,0,O
10591,963,pusapuna,O
8498,546,Huwan,B-PER
7122,281,California,B-ORG
4719,2264,Jach'a,B-LOC
7638,376,PUSAPUNA,O
4784,2278,.,O
55,112,mama,I-ORG
1366,1523,urqu,I-ORG
7293,314,Eustaquio,B-LOC
11235,1084,kaynin,I-ORG
3924,2112,Waskaran,B-LOC
7504,351,Hatun,B-LOC
12415,1319,Teresa,I-LOC
2506,1834,Candamo,I-PER
7199,294,und,O
5875,39,(,O
7458,341,Mariano,B-PER
8654,575,Pachantin,I-ORG
1573,1646,',O
4888,2298,Kupa,I-ORG
308,1955,kastillakimanta,O
10313,910,(,O
6507,162,Ariqipa,I-LOC
579,13,iskay,I-PER
1705,1669,",",O
7276,309,Emil,B-PER
6651,188,parki,I-ORG
5107,2340,de,I-PER
12903,1414,Vicente,B-ORG
2994,1921,",",O
7178,292,Laram,B-ORG
5130,2347,.,O
5900,44,ñiqin,I-PER
10229,894,Umalliqmi,O
696,224,Francisco,B-PER
6477,156,precatoria,O
6955,248,Ayakuchu,I-LOC
6332,130,Paul,I-LOC
9144,675,",",O
10287,904,Goiânia,B-LOC
9062,659,Pastasa,B-LOC
13427,1519,Antikuna,B-LOC
11241,1086,Laram,B-ORG
13730,1581,Pachantin,I-ORG
10848,1010,Rossi,I-PER
11866,1213,Matto,I-PER
11694,1180,',O
9168,680,Frailes,I-LOC
7063,271,en,O
5803,23,Hatun,I-ORG
11544,1148,.,O
957,734,distritu,I-LOC
5914,48,George,B-PER
7006,259,),I-LOC
5269,2374,.,O
9532,753,.,O
6071,78,Kupa,I-ORG
10014,854,'Las,O
10521,949,(,O
10121,872,y,I-PER
11355,1107,2014,I-ORG
353,2022,Huñu,I-ORG
4827,2286,qucha,I-LOC
9637,776,Liyun,B-PER
4798,2280,kawsaykuska,I-ORG
10918,1022,coruscans,O
13340,1503,walla,I-ORG
6758,210,(,O
12153,1272,.,O
11392,1118,Manas,O
12183,1277,',O
7281,310,von,I-PER
9577,762,",",O
3246,1975,-,O
501,2321,.,O
11716,1185,',O
12945,1422,mama,I-ORG
9440,733,.,O
10296,906,Rowling,I-PER
10425,929,(,O
13415,1518,',O
1007,856,Yaku,B-LOC
7152,286,1982,I-ORG
13488,1530,Laurent,I-PER
12041,1251,Huwan,B-PER
2171,1761,Mozart,I-PER
5383,2394,Eliodoro,B-PER
4464,2215,Lothar,B-PER
11408,1120,Podocarpus,B-ORG
13353,1506,(,O
11851,1209,Guillermo,I-PER
1318,1423,',O
4589,2240,(,O
4429,2208,Giza,B-ORG
1475,1629,Piluta,B-ORG
8871,621,.,O
6932,243,parkipi,I-ORG
5317,2383,(,O
8038,452,PUSAPUNA,O
12345,1307,Alcides,I-LOC
8572,560,(,I-LOC
12623,1363,(,I-LOC
5831,30,Kamasqa,O
4163,2156,sallqa,I-ORG
10074,864,Hoff,I-PER
8669,578,Caesar,I-PER
8095,464,de,I-PER
1613,1654,>,O
10574,959,Titu,B-LOC
5268,2373,.,O
11062,1051,),O
10551,954,Sebastian,I-PER
425,2155,Caesar,I-PER
7746,393,',O
12209,1282,',O
10447,933,kaynin,I-ORG
9525,751,2014,I-ORG
8391,525,PUSAPUNA,O
11881,1215,.,O
10130,874,Chakraruna,I-ORG
143,1655,Kurikinka,B-LOC
3820,2094,Tupaq,I-PER
7724,388,Pichincha,B-LOC
4345,2192,Arminya,B-LOC
11571,1153,",",O
8496,546,.,O
9646,780,.,O
4788,2278,y,I-PER
7661,378,Ika,B-LOC
9103,669,PUSAPUNA,O
13733,1582,Piluta,B-ORG
10788,998,Andriy,B-PER
4681,2257,Piluta,B-ORG
5369,2391,.,O
2309,1791,sallqa,I-ORG
2112,1750,pusaq,I-PER
834,501,-,O
593,46,José,B-PER
11762,1192,Zacatecas,B-ORG
7732,391,Mamallaqtapura,B-ORG
11725,1187,",",O
9480,741,Pachantin,I-ORG
9847,820,Hayt'ay,I-ORG
5008,2322,Oscar,B-PER
2131,1754,Buliwya,I-ORG
765,368,Puebla,B-LOC
12880,1407,Huñun,I-LOC
146,1655,',O
394,2099,PUSAPUNA,O
7701,386,PUSAPUNA,O
8600,565,pruwinsya,I-LOC
3808,2092,llaqtam,O
8237,495,del,O
7721,388,Kutupaksi,B-LOC
3494,2028,m,O
2184,1764,Piruwanu,B-ORG
3336,1994,),O
2159,1761,'Concierto,O
6732,205,parki,I-ORG
10149,877,Wayas,B-LOC
7485,347,Awya,B-LOC
5712,7,Gravitación,O
10376,921,ñiqin,I-PER
12606,1360,",",O
3410,2012,María,I-PER
12481,1332,",",O
3497,2028,urqukunamanta,O
2071,1741,Theatre]],O
1367,1523,(,I-ORG
11287,1096,kitiqa,O
2364,1804,Kashapampa,B-LOC
7709,387,",",O
13678,1569,Inka,I-PER
9122,672,Liyun,B-PER
3512,2031,Hayt'ay,I-ORG
6364,137,(,O
11167,1074,.,O
3501,2029,Piluta,B-ORG
4574,2237,.,O
3141,1952,',O
6041,74,',O
1247,1279,Qusqu,I-LOC
10773,995,.,O
8798,605,Kupa,I-ORG
74,556,Pachantin,I-ORG
5860,36,Zacatecas,B-ORG
10888,1017,'Templo,O
7334,319,',O
9514,749,sallqa,I-ORG
2396,1810,kappleri,O
8305,506,',O
986,801,1962,I-ORG
8347,516,del,I-ORG
4843,2290,Tawantinsuyuta,B-ORG
5959,56,",",O
8414,529,Mama,B-ORG
5598,2435,Abe,I-PER
5761,18,Napu,B-LOC
7699,385,Antawaylla,I-LOC
10184,884,llaqta,I-ORG
12827,1399,Kupa,I-ORG
4131,2150,(,O
8834,613,PUSAPUNA,O
1761,1680,Yuraq,B-LOC
4263,2175,Hayt'ay,I-ORG
4212,2165,",",O
4043,2135,K,I-LOC
11648,1170,Pachantin,I-ORG
530,2377,NAZARETH,I-PER
10782,997,de,I-LOC
13363,1508,",",O
5124,2345,),O
3954,2117,Kaká,B-PER
11822,1204,lagothricha,O
7814,405,',O
10713,984,-,O
5063,2331,Van,I-PER
11243,1086,(,I-ORG
9522,751,Hayt'ay,I-ORG
11329,1104,',O
5720,9,San,B-LOC
223,1789,),I-LOC
13598,1553,yawar,I-LOC
7907,426,ñawch'i,I-ORG
13528,1539,Puntifisya,I-ORG
11396,1118,Inka,I-PER
1779,1683,San,I-ORG
1025,890,Urin,I-LOC
6568,172,Humboldtpa,I-PER
3778,2086,Arapa,B-LOC
8273,503,2007,O
12362,1310,Pachantin,I-ORG
10222,893,Bustamante,I-PER
9984,849,',O
2716,1870,Podocarpus,B-ORG
6206,105,),O
12074,1256,1899-1904,O
6993,256,Rimana,I-ORG
10865,1015,usiku,I-LOC
3482,2026,),O
4653,2251,kancha,I-ORG
11693,1180,Owen,I-PER
10755,993,Yarita,B-LOC
3402,2008,mama,I-ORG
9886,828,PUSAPUNA,O
6253,115,Kunsipsyun]],O
10148,876,pruwinsya,I-LOC
5725,10,Hamp'atu,B-LOC
6794,217,',O
3869,2101,Kupa,I-ORG
5741,14,:,I-LOC
5800,23,Llaqtap,I-ORG
1378,1545,',O
7398,331,Yuraq,B-LOC
1551,1643,Cruz,B-ORG
3136,1951,Oleg,B-PER
8503,547,',O
1631,1657,puchunkunatataq,O
4260,2174,Ransiya,I-LOC
10259,898,José,I-PER
9618,772,Qawana,B-LOC
10194,886,sparverius,O
4453,2213,de,I-ORG
6504,162,K'upuraki,B-LOC
3810,2093,.,O
5466,2409,iskay,I-PER
12383,1315,",",O
10529,950,pruwinsya,I-LOC
5923,50,.,O
10632,970,',O
128,1556,.,O
1009,856,'Pteronura,O
10005,852,pusapuna,O
1290,1368,',O
5342,2386,Piruw,B-ORG
10963,1031,Hayt'ay,I-ORG
201,1755,',O
3695,2068,Tolkien,I-PER
7440,339,Sebastian,I-PER
13697,1573,Mendoza,I-LOC
5517,2419,'Caesalpinia,O
5913,47,.,O
954,734,pruwinsya,I-LOC
10610,966,Killa,B-LOC
4020,2129,Kupa,I-ORG
9021,651,.,O
2361,1803,mamallaqta,I-ORG
8149,476,marka,I-LOC
4689,2258,K,I-LOC
9162,678,',O
8394,525,(,I-LOC
8021,449,',O
982,801,Piluta,B-ORG
3696,2069,Piluta,B-ORG
6142,93,',O
11510,1140,llaqtam,O
6076,80,',O
2380,1807,Velasco,I-PER
2486,1830,Cajas,B-LOC
6470,155,Pilón,B-ORG
3206,1968,Víctor,B-PER
5958,56,distritu,I-LOC
11289,1096,Bolívarmantam,I-PER
13239,1482,llaqta,I-LOC
3089,1940,Wallan,I-LOC
6166,97,(,O
1187,1157,),I-LOC
6425,147,runakunap,I-ORG
6438,150,suyukuna,I-ORG
4447,2212,),O
7499,350,Piluta,B-ORG
3919,2111,walla,I-ORG
1595,1651,.,O
4092,2142,),I-ORG
8234,494,),O
13798,1595,Kupa,I-ORG
6245,111,'Stipa,O
3347,1996,),O
13233,1481,la,I-PER
5168,2353,urqu,I-LOC
1273,1323,',O
10374,921,Amaru,I-PER
574,2,Borgoño,I-PER
10112,871,',O
144,1655,'Phalcoboenus,O
9048,657,Menotti,I-PER
6272,117,6,O
8061,456,parki,I-ORG
6143,93,Josef,B-PER
10000,851,Wachun,B-LOC
2620,1856,amachasqa,I-ORG
4914,2304,Puna,B-LOC
5994,64,.,O
10038,859,Inka,I-PER
13410,1517,",",O
4971,2315,PUSAPUNA,O
2770,1880,PUSAPUNA,O
10650,973,Qhichwa,B-ORG
4889,2298,1998,I-ORG
7322,317,-,O
7505,351,suksu,I-LOC
988,812,",",O
13096,1454,',O
9625,773,Lorenzo,I-ORG
4480,2217,),I-ORG
7977,438,',O
8903,628,Belo,B-LOC
10564,957,San,B-LOC
3850,2097,chinalinda,O
6222,107,willakuy,I-PER
6684,195,kawsay,I-ORG
3565,2042,(,O
6503,162,PUSAPUNA,O
9210,687,de,I-LOC
3887,2104,Sunturnin,I-ORG
3296,1986,Zinedine,B-PER
11155,1071,pruwinsya,I-LOC
4403,2203,Walla,I-LOC
3461,2021,Cristiano,B-PER
4909,2303,',O
4137,2151,Alfredo,B-PER
8697,584,parki,I-ORG
7956,433,Schumann,I-PER
12181,1277,Riva,I-PER
9873,825,Gutiérrez,I-PER
8028,450,Taro,B-PER
10161,880,Sawanqaya,B-LOC
4794,2279,',O
725,279,'Falco,O
6063,77,Pedro,B-PER
2051,1737,kancha,I-ORG
5783,20,.,O
4311,2185,Kupa,I-ORG
2146,1758,'Pomacea,O
10514,948,Kimsantin,B-LOC
2696,1867,Alan,B-PER
2482,1829,Qulan,B-ORG
1370,1534,Puerto,B-LOC
1566,1646,Yana,B-LOC
11788,1196,jamesi,O
11963,1233,Hayt'ay,I-ORG
7416,336,Mullipampa,B-LOC
13850,1605,),I-LOC
1516,1637,Andrew,B-PER
6844,227,paniscus,O
5862,36,.,O
3627,2054,Vultur,O
10378,922,Amutapi,B-ORG
3308,1989,',O
3731,2076,1994,I-ORG
1037,923,George,B-PER
2437,1820,llaqtanqa,I-LOC
2999,1923,Pachantin,I-ORG
1510,1636,Simi,I-ORG
411,2133,mayu,I-LOC
12432,1322,2014,I-ORG
10807,1004,sallqa,I-ORG
7774,398,.,O
9493,743,Kachachi,B-LOC
3259,1978,),O
5392,2395,",",O
1317,1423,.,O
11508,1140,Luis,I-ORG
7571,363,Kupa,I-ORG
8969,640,(,I-ORG
12583,1355,pruwinsya,I-LOC
3069,1936,Buren,I-PER
6645,187,risirwa,I-ORG
4671,2254,San,I-ORG
7987,440,suyukuna,I-ORG
4854,2292,1896-1981,O
10559,955,(,I-ORG
10668,976,(,O
4890,2300,Millma,B-LOC
8217,491,Wilhelm,B-PER
3392,2006,Michel,B-PER
9600,768,Pachakutinapaq,I-ORG
5222,2364,Günter,B-PER
7673,380,.,O
9331,713,Ninri,O
505,2332,Hayt'ay,I-ORG
1560,1645,Puka,I-ORG
7538,356,Wallan,I-LOC
6610,181,(,O
7616,372,amachasqa,I-ORG
6404,144,Tikina,B-LOC
12214,1282,',O
1120,1056,.,O
13571,1548,',O
4682,2257,Hayt'ay,I-ORG
8793,604,.,O
4707,2261,",",O
7282,310,Linné,I-PER
6569,172,wawqinmi,O
3941,2114,distritu,I-LOC
2737,1873,12,O
5631,2444,de,I-PER
12043,1251,',O
10805,1004,Chilipi,B-ORG
8540,552,.,O
4981,2316,',O
13794,1594,',O
13866,1608,),O
4878,2296,',O
13407,1517,",",O
12514,1340,),O
8821,609,suyukuna,I-ORG
2517,1836,Kupa,I-ORG
7189,294,Andrés,B-PER
2548,1841,Mama,I-ORG
12288,1296,Kan,I-PER
6553,169,),O
408,2133,PUSAPUNA,O
3391,2006,',O
8356,517,.,O
2291,1787,.,O
2336,1797,',O
7822,407,Las,I-PER
6068,78,Piluta,B-ORG
10618,968,walla,I-LOC
9279,702,',O
5818,27,Hayt'ay,I-ORG
5281,2376,.,O
3770,2085,mamallaqta,I-ORG
7235,302,Kashapampa,B-LOC
5963,58,Hayt'ay,I-ORG
5850,33,15,O
7470,343,',O
5061,2331,',O
11106,1061,Chimpurasu,I-LOC
2860,1897,Mawka,B-LOC
2363,1804,PUSAPUNA,O
4624,2247,Taqna,B-LOC
12073,1256,',O
7321,317,*1916,O
6064,77,Calderón,I-PER
4123,2149,',O
9348,716,Kupa,I-ORG
274,1877,mama,I-LOC
9264,698,kawsay,I-ORG
7998,443,Piluta,B-ORG
10379,922,walla,I-ORG
6276,118,(,I-LOC
7813,405,.,O
8867,619,1998,I-ORG
13094,1453,jussieui,O
6398,142,',O
3382,2004,Kutupaksi,B-ORG
6733,206,Kutupaksi,B-ORG
12886,1409,Cajas,B-LOC
3704,2070,(,I-LOC
585,24,1982,I-ORG
837,512,.,O
4806,2282,Mamallaqtapura,B-ORG
4399,2202,runakunap,I-ORG
2615,1854,Binidiktu,B-PER
5346,2387,.,O
7243,303,Yalap,I-LOC
11157,1072,Sankay,B-ORG
9629,774,sach'a,I-LOC
1553,1643,FC,I-ORG
816,479,Ullantaytampu,B-LOC
9435,733,.,O
302,1933,parki,I-ORG
2619,1856,Chilipi,B-ORG
13449,1524,yupaychana,O
8141,474,Mar,I-LOC
10870,1015,truncatus,O
2485,1829,suyu,I-ORG
12128,1267,Kuntur,B-LOC
566,2443,José,I-PER
11354,1107,Kupa,I-ORG
1063,978,Kupa,I-ORG
9064,659,",",O
2819,1889,',O
11348,1106,IX,I-PER
952,734,Sánchez,I-LOC
159,1678,1970,I-ORG
923,679,Alan,B-PER
10962,1031,Piluta,B-ORG
7018,261,III,I-PER
13150,1465,(,I-ORG
13729,1581,Hayt'ay,I-ORG
7899,424,Liyun,B-PER
10167,881,',O
1839,1695,",",O
11927,1226,Anqash,B-LOC
10586,961,mamallaqta,I-ORG
9289,703,distritupi,I-LOC
11795,1198,Amirika,B-ORG
2056,1738,y,I-PER
8681,582,ukumari,I-LOC
3713,2072,Cicero,I-PER
4925,2306,1962,I-ORG
385,2077,nycticorax,O
11680,1177,Piluta,B-ORG
2283,1785,llaqta,I-ORG
1824,1692,(,O
5484,2413,.,O
4419,2206,Milan,I-ORG
1588,1649,sp,O
2871,1902,.,O
3348,1997,Uyuni,B-LOC
9762,803,',O
9943,840,Garcilaso,I-ORG
5400,2397,suyu,I-ORG
9423,730,sutiyuqmantam,O
4089,2142,Rikch'arimuy,I-ORG
5888,42,PUSAPUNA,O
13619,1559,Wallqa,B-LOC
13869,1609,Ramón,I-PER
3160,1956,(,I-ORG
963,756,PUSAPUNA,O
352,2022,Iwrupa,B-ORG
10030,857,Kupa,I-ORG
12137,1270,',O
12469,1330,Buliwyap,B-ORG
6586,175,7,O
8193,486,.,O
12025,1248,Chaypi,O
11800,1199,Inka,B-LOC
8975,641,llaqta,I-LOC
13622,1559,m,O
10588,962,Santu,B-LOC
12498,1337,1994,I-ORG
68,445,Lupuna,B-LOC
8595,564,),O
8116,469,Uma,B-PER
11626,1164,',O
7194,294,Dichter,O
1161,1113,Cephalopterus,O
218,1789,REDIRECCIÓN,O
4273,2178,Punu,B-LOC
11620,1163,),O
10331,914,'Colibri,O
1200,1179,atiyta,O
6072,78,2006,I-ORG
2915,1907,Oral,O
10492,943,runakunap,I-ORG
1756,1679,Piluta,B-ORG
3486,2027,Mariano,B-PER
6702,198,parkipi,I-ORG
9769,805,mama,I-ORG
2719,1870,parki,I-ORG
2241,1778,Philipp,I-PER
6024,70,Quchapampa,B-LOC
10966,1031,1958,I-ORG
9699,789,``,I-LOC
5593,2434,Πυθαγόρας,O
3749,2081,1998,I-ORG
12785,1392,Piluta,B-ORG
10685,979,),O
13735,1582,Pachantin,I-ORG
538,2388,',O
1330,1446,Raúl,B-PER
2303,1790,Indígenas,O
10691,981,Uqshapampa,B-LOC
1612,1654,--,O
1488,1631,Del,I-PER
10210,891,Piruw,B-ORG
1744,1675,",",O
13055,1443,Yuraq,B-LOC
12452,1328,.,O
13489,1530,de,I-PER
13747,1584,1922-1999,O
1393,1568,",",O
9700,789,K,I-LOC
9386,722,(,I-LOC
12925,1418,Piluta,B-ORG
5405,2398,',O
3645,2058,Hayt'ay,I-ORG
5962,58,Piluta,B-ORG
3800,2091,Cirilo,B-PER
13287,1493,Piluta,B-ORG
10123,873,Piluta,B-ORG
2812,1887,",",O
12166,1275,',O
10731,987,pacha,I-ORG
2669,1861,Scarlatti,I-PER
12647,1367,.,O
11911,1222,Pachantin,I-ORG
7844,413,Elena,I-PER
5213,2362,(,I-LOC
3248,1975,.,O
6863,230,(,I-LOC
11014,1042,Sechstes,O
573,2,Justiniano,B-PER
7748,394,de,I-PER
8888,625,Makkah,O
5507,2417,distritu,I-LOC
1556,1645,IUCN,O
13805,1596,),I-ORG
7265,307,Ho,B-LOC
2598,1851,Mariano,B-PER
5167,2353,Puka,B-LOC
4157,2154,Hayt'ay,I-ORG
2187,1765,PUSAPUNA,O
4022,2130,Rumiñawi,B-PER
8453,536,IV,I-PER
10237,895,Aqutanku,B-LOC
8474,541,',O
258,1844,),I-PER
2664,1861,",",O
12685,1375,.,O
3233,1973,Buliwyap,B-LOC
8917,629,marka,I-LOC
9828,816,Yachay,I-ORG
7014,261,Qhipaqnin,O
12548,1348,Krus,I-ORG
5248,2370,walla,I-ORG
5442,2404,parki,I-ORG
8247,497,Chuqichaka,I-LOC
3614,2052,Chilipi,B-ORG
9603,769,Hayt'ay,I-ORG
12864,1406,suyu,I-LOC
2214,1771,',O
12373,1313,pallida,O
5457,2407,',O
2935,1910,Secure,I-ORG
888,612,',O
2954,1914,William,B-PER
1687,1665,",",O
1819,1691,Stéfano,I-PER
3703,2070,distritu,I-LOC
1972,1721,-,O
8113,469,#¿NOMBRE?,O
8187,484,kawallu,I-ORG
8906,628,",",O
5152,2350,Huwan,B-PER
10478,940,Inka,I-PER
13455,1525,Kupa,I-ORG
9648,780,José,B-PER
7871,419,Piluta,B-ORG
12576,1354,',O
11040,1047,Qhichwa,B-ORG
4713,2262,P,O
8315,508,faunapas,I-ORG
12835,1400,Qaras,B-LOC
12097,1261,',O
12933,1419,",",O
980,790,Yachay,I-ORG
7832,409,sallqa,I-ORG
5503,2417,Kashapampa,B-LOC
7261,306,1.259,O
7223,299,Hunin,I-LOC
8367,519,llaqtata,O
581,24,Piluta,B-ORG
12467,1330,.,O
9808,811,.,O
13281,1492,Kamasqa,O
5290,2378,Kupa,I-ORG
2876,1902,',O
7135,283,Franz,B-PER
12764,1387,Hatoyama,I-PER
11435,1126,Pachantin,I-ORG
5975,60,William,B-PER
1861,1699,Linné,I-PER
5446,2405,',O
3575,2045,Hayt'ay,I-ORG
11798,1198,Huñunakuynin,I-ORG
13524,1538,',O
11166,1073,.,O
4505,2224,.,O
4771,2274,Šuker,I-PER
297,1922,',O
925,679,Umalliqmi,O
12310,1300,',O
1590,1649,',O
10307,909,(,O
7765,398,',O
7490,348,Chilipi,B-ORG
1307,1390,munisipyu,I-LOC
7037,265,',O
4767,2273,),I-LOC
1672,1663,Albert,I-PER
9391,724,Manuel,B-PER
2229,1774,Pan,O
13160,1467,Kawsay,B-LOC
13802,1596,urqu,I-ORG
293,1922,.,O
6345,133,Iulius,I-PER
10882,1017,'Templo,O
4222,2168,Amirika,B-ORG
2579,1847,-,O
7575,364,Pachantin,I-ORG
6343,132,1982,I-ORG
8314,508,flora,I-ORG
692,212,Buliwya,I-ORG
686,201,",",O
817,479,(,O
216,1777,9,O
7934,430,pruwinsya,I-LOC
11517,1142,Mama,B-ORG
12440,1325,Andrés,B-PER
3889,2105,Llaqtap,I-ORG
322,1966,',O
11205,1080,',O
6104,85,(,O
478,2288,Iwrupa,B-LOC
5378,2393,6.025,O
5700,5,',O
1889,1705,Indihina,I-ORG
5762,18,marka,I-LOC
13098,1454,',O
11390,1117,Kumunista,I-ORG
812,468,Klinsmann,I-PER
7433,339,Rameau,I-PER
4346,2192,Uma,B-PER
9035,654,qhapaq,I-ORG
6221,107,rikchasapa,I-PER
3056,1934,Siq'isqa,B-PER
2375,1806,iskay,I-PER
4069,2139,Simón,B-PER
2032,1734,',O
967,756,suyu,I-LOC
11189,1077,Santa,I-PER
13014,1435,',O
972,779,Puente,B-LOC
10088,865,Kupa,I-ORG
6331,130,Saint,B-LOC
2704,1867,nispa,O
6299,122,de,I-LOC
9347,716,Pachantin,I-ORG
9678,784,1843-1907,O
7860,416,Kupa,I-ORG
3374,2003,Lima,B-LOC
12605,1360,),I-LOC
12662,1371,Arrhenius,I-PER
12979,1430,**,O
5601,2436,Hatun,B-LOC
2951,1913,.,O
9537,753,',O
9167,680,Los,B-LOC
9451,737,Kunti,I-LOC
8701,585,Record,O
122,1445,),I-LOC
13130,1462,parki,I-ORG
7216,297,Suntur,I-ORG
13178,1472,',O
9902,831,Antikuna,B-LOC
